ano;mes;processo_numero;colocacao_lona_situacao;colocacao_lona_data;colocacao_lona_justificativa;colocacao_lona_metragem;colocacao_lona_qtd_pontos 
 2013;02-fevereiro;8001991813;Sim;28/02/2013;1-15X08; 120; 1
 2013;01-janeiro;8000006613;Sim;03/01/2013;lona colocada; 120; 1
 2013;02-fevereiro;8000107713;Sim;15/02/2013;LONA COLOCADA RECIBO 24685. 20 PIQUETES; 120; 1
 0;Não informado;8000346113;Não;;A MORADORA SOLICITOU A VISTORIA, E NÃO A COLOCAÇÃO DE LONA CONFORME A VISITA DO OPERACIONAL FERNANDO.; 0; 0
 2013;01-janeiro;8000277013;Sim;08/01/2013;LONA COLOCADA; 80; 1
 2013;08-agosto;8007868313;Sim;07/08/2013;1-15x08; 120; 1
 2013;02-fevereiro;8001905413;Sim;21/02/2013;02 15 x 08; 240; 1
 2013;02-fevereiro;8001901913;Sim;21/02/2013;01 15 x 08; 120; 1
 2013;02-fevereiro;8001902513;Sim;19/02/2013;1-10X08; 80; 1
 2014;03-marco;8002382513;Sim;13/03/2014;; 600; 1
 2013;03-marco;8002969613;Sim;12/03/2013;2-15x08; 240; 1
 2013;03-marco;8002384813;Sim;19/03/2013;LONA COLOCADA; 80; 1
 2013;04-abril;8000291213;Sim;02/04/2013;; 120; 1
 0;Não informado;8007620312;Não;;Solicitação atendida através do Processo n.º 80.01542.9.13; 0; 0
 2013;02-fevereiro;8007720812;Sim;18/02/2013;lona colocada; 120; 1
 2013;02-fevereiro;8001904813;Sim;21/02/2013;01 15 x 08; 120; 1
 2013;02-fevereiro;8002112813;Sim;25/02/2013;LONA COLOCADA; 80; 1
 2013;02-fevereiro;8001910813;Sim;21/02/2013;03 15 x 08; 360; 1
 2013;02-fevereiro;8001914313;Sim;25/02/2013;; 240; 1
 2013;02-fevereiro;8001839113;Sim;21/02/2013;; 240; 1
 2013;02-fevereiro;8001837913;Sim;21/02/2013;; 240; 1
 2013;02-fevereiro;8001831013;Sim;21/02/2013;; 280; 1
 2013;02-fevereiro;8001823813;Sim;21/02/2013;; 240; 1
 2013;02-fevereiro;8001846813;Sim;21/02/2013;; 120; 1
 2013;02-fevereiro;8001775313;Sim;21/02/2013;; 120; 1
 2013;02-fevereiro;8001776013;Sim;21/02/2013;; 120; 1
 2013;02-fevereiro;8001814913;Sim;21/02/2013;; 200; 1
 2013;02-fevereiro;8001848013;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;02-fevereiro;8001849713;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;03-marco;8002113413;Sim;25/03/2013;LONA COLOCADA; 160; 1
 0;Não informado;8003101013;Não;;BARREIRA COM APLICAÇÃO DE GEL.; 0; 0
 2013;04-abril;8002523813;Sim;10/04/2013;; 120; 1
 2013;04-abril;8000282313;Sim;02/04/2013;; 120; 1
 2012;08-agosto;8006183912;Sim;21/08/2012;COM ROÇAGEM DE 480M². SOLICITAÇÃO ATENDE TAMBÉM  AO ENDEREÇO DE NUMERO 252 COM 240M².; 1320; 2
 2013;02-fevereiro;8002114013;Sim;25/02/2013;LONA COLOCADA; 80; 1
 0;Não informado;8007146012;Não;;em 13/09/2012 imovel fechado, já é ponto de monitoramento. diante do periodo de verão não colocar a lona.; 0; 0
 2013;02-fevereiro;8001850513;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;03-marco;8007871612;Sim;06/03/2013;; 120; 1
 2013;02-fevereiro;8001851113;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;02-fevereiro;8001852813;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;02-fevereiro;8001853413;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;02-fevereiro;8001854013;Sim;20/02/2013;01 10 x 8lançado por Rubens; 80; 1
 2013;04-abril;8000327713;Sim;01/04/2013;; 240; 1
 0;Não informado;8006254312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8004832012;Sim;05/07/2012;lona colocada; 120; 1
 2013;01-janeiro;8007342312;Sim;31/01/2013;Lona Colocada.; 120; 1
 2012;07-julho;8008046912;Sim;13/07/2012;; 720; 1
 2013;03-marco;8002442813;Sim;21/03/2013;LONA COLOCADA.; 80; 1
 2013;02-fevereiro;8001476613;Sim;22/02/2013;; 120; 1
 2013;02-fevereiro;8001855713;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2012;09-setembro;8007341712;Sim;26/09/2012;chuvas na madrugada.; 120; 1
 2012;09-setembro;8007165412;Sim;26/09/2012;chuvas na madrugada; 120; 1
 2013;04-abril;8007537912;Sim;22/04/2013;; 520; 1
 2013;01-janeiro;8000615213;Sim;18/01/2013;lona colocada; 600; 1
 2013;07-julho;8002445713;Sim;15/07/2013;LONA COLOCADA 01 - 15X08; 120; 1
 2013;03-marco;8007876812;Sim;06/03/2013;; 240; 1
 2013;02-fevereiro;8001856313;Sim;20/02/2013;01 10 x 8 lançado por Rubens; 80; 1
 0;Não informado;8007890012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;04-abril;8004246312;Sim;15/04/2013;LONA COLOCADA E ROÇAGEM PESADA.; 240; 1
 2013;04-abril;8002524413;Sim;10/04/2013;; 240; 1
 2012;08-agosto;8003529112;Sim;13/08/2012;lona colocada; 240; 1
 2013;03-marco;8000001413;Sim;18/03/2013;; 280; 1
 2013;04-abril;8000212513;Sim;01/04/2013;; 120; 1
 0;Não informado;8007772812;Não;;solicitante foi informada que diante o periodo de estiagem, nao há a necessidade de repor a lona.; 0; 0
 2013;04-abril;8000265113;Sim;02/04/2013;; 240; 1
 2012;06-junho;8003535112;Sim;19/06/2012;; 320; 1
 2013;02-fevereiro;8002536213;Sim;28/02/2013;1 15x08'; 120; 1
 2013;04-abril;8002526713;Sim;10/04/2013;; 160; 1
 0;Não informado;8004936012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;03-marco;8002971013;Sim;12/03/2013;1-15x08; 120; 1
 0;Não informado;8009040412;Não;;SOLICITAÇÃO DE VISTORIA; 0; 0
 2013;04-abril;8002559213;Sim;25/04/2013;; 120; 1
 2012;07-julho;8004898012;Sim;26/07/2012;lona colocada; 360; 1
 2013;02-fevereiro;8001858613;Sim;20/02/2013;2 15 x 8lançado por Rubens; 240; 1
 2013;05-maio;8005446413;Sim;18/05/2013;; 120; 2
 2012;11-novembro;8008488112;Sim;09/11/2012;lona colocada; 440; 4
 2013;02-fevereiro;8000426513;Sim;20/02/2013;; 240; 1
 2013;02-fevereiro;8001861713;Sim;20/02/2013;01 10 x 8lançado por Rubens; 80; 1
 2013;03-marco;8002973313;Sim;12/03/2013;1-15x08; 120; 1
 2013;02-fevereiro;8001862313;Sim;20/02/2013;01 15x8; 120; 1
 2013;02-fevereiro;8001863013;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;03-marco;8002974013;Sim;12/03/2013;1-15x08; 120; 1
 2013;03-marco;8002975613;Sim;13/03/2013;2-15x08; 240; 1
 2013;04-abril;8008594612;Sim;02/04/2013;LONA COLOCADA.; 80; 1
 2013;04-abril;8003803612;Sim;16/04/2013;LONA COLOCADA.; 80; 1
 2013;04-abril;8004767312;Sim;16/04/2013;LONA COLOCADA.; 160; 1
 2013;03-marco;8002976213;Sim;13/03/2013;1-15x08; 120; 1
 0;Não informado;8004878012;Não;;MURO DE PROTEÇÃO CONSTRUÍDO.; 0; 0
 0;Não informado;8004356312;Não;;APÓS ENCONTRADO O ENDEREÇO, CONSTATOU-SE A NECESSIDADE DO CORTE DE VÁRIAS ÁRVORES  E TER VISTORIA ANTERIOR À COLOCAÇÃO DE LONA.; 0; 0
 2013;02-fevereiro;8005087612;Sim;05/02/2013;LONA COLOCADA.; 160; 1
 2013;04-abril;8005212512;Sim;15/04/2013;LONA COLOCADA.; 120; 1
 0;Não informado;8003820812;Não;;PORQUE A LONA COLOCADA ESTÁ EM BOM ESTADO.; 0; 0
 2013;01-janeiro;8004843112;Sim;03/01/2013;; 320; 1
 2013;02-fevereiro;8005174612;Sim;21/02/2013;LONA COLOCADA; 200; 1
 0;Não informado;8005581012;Não;;A PROPRIETARIA DA RESIDENCIA ESTAVA AUSENTE E O ACESSO A BARREIRA SÓ É POSSÍVEL ADENTRANDO A CASA. E NECESSITA DE ROÇAGEM DE GRANDE PORTE. É PRECISO MANDAR PARA O PLANTÃO, SÓ ESTÁ EM CASA FINAL DE SEMANA.; 0; 0
 2013;04-abril;8005303012;Sim;16/04/2013;LONA COLOCADA.; 80; 1
 2013;01-janeiro;8004732512;Sim;30/01/2013;LONA COLOCADA.; 160; 1
 0;Não informado;8009173412;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8000111413;Não;;PEDIDO EM DUPLICIDADE COM O PROTOCOLO 80.00111.4.13; 0; 0
 2013;01-janeiro;8000244413;Sim;04/01/2013;lona colocada; 480; 1
 2013;03-marco;8000023813;Sim;18/03/2013;; 120; 1
 2013;06-junho;8003117313;Sim;17/06/2013;LONA COLOCADA 01 - 15X08; 120; 1
 2013;05-maio;8003204313;Sim;18/05/2013;; 320; 1
 2013;03-marco;8000086013;Sim;14/03/2013;LONA COLOCADA; 160; 1
 2013;04-abril;8009072312;Sim;02/04/2013;LONA COLOCADA, CAPINAÇÃO, RETIRADA DE ENTULHOS E CORTE DE PÉS DE IMBAUBA E ACEROLA.; 160; 1
 2013;03-marco;8003118013;Sim;19/03/2013;lona colocada; 120; 1
 2013;01-janeiro;8000278613;Sim;08/01/2013;LONA COLOCADA; 240; 1
 2013;04-abril;8008839912;Sim;15/04/2013;LONA COLOCADA; 80; 1
 2013;04-abril;8008895612;Sim;10/04/2013;LONA COLOCADA.; 160; 1
 2013;03-marco;8002977913;Sim;13/03/2013;1-15x08; 120; 1
 2013;01-janeiro;8000279213;Sim;08/01/2013;LONA COLOCADA; 240; 1
 2013;05-maio;8005452413;Sim;18/05/2013;; 360; 1
 2013;02-fevereiro;8000207113;Sim;07/02/2013;; 120; 1
 2013;03-marco;8000030413;Sim;18/03/2013;; 240; 1
 2013;03-marco;8000043913;Sim;18/03/2013;; 80; 1
 2013;04-abril;8002509513;Sim;10/04/2013;; 160; 1
 2013;05-maio;8005733313;Sim;19/05/2013;LONA COLOCADA.; 1200; 1
 2013;01-janeiro;8009126612;Sim;11/01/2013;LONA COLOCADA RECIBO 24675.; 160; 1
 0;Não informado;8007001112;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;04-abril;8000010313;Sim;22/04/2013;; 120; 1
 2013;01-janeiro;8000007213;Sim;03/01/2013;ROÇAGEM E TALUDE SUPERIOR E INFERIOR; 320; 1
 0;Não informado;8007002812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;01-janeiro;8000392313;Sim;14/01/2013;LONA COLOCADA; 320; 1
 2013;03-marco;8000096513;Sim;18/03/2013;; 120; 1
 2013;03-marco;8000049713;Sim;18/03/2013;; 120; 1
 2013;02-fevereiro;8000077013;Sim;25/02/2013;; 120; 1
 2013;03-marco;8000078713;Sim;06/03/2013;LONA COLOCADA; 160; 1
 2013;01-janeiro;8000208813;Sim;07/01/2013;; 320; 1
 2013;01-janeiro;8000246713;Sim;03/01/2013;lona colocada; 80; 1
 2013;03-marco;8000013213;Sim;05/03/2013;; 280; 1
 2013;03-marco;8000118913;Sim;16/03/2013;; 480; 1
 2013;03-marco;8000100213;Sim;17/03/2013;; 360; 1
 2013;03-marco;8000109013;Sim;19/03/2013;; 160; 1
 2013;01-janeiro;8000280013;Sim;08/01/2013;lona colocada; 240; 1
 2013;01-janeiro;8000018413;Sim;04/01/2013;lona colocada; 120; 1
 2013;01-janeiro;8000019013;Sim;11/01/2013;lona colocada; 120; 1
 2013;03-marco;8000112013;Sim;19/03/2013;; 120; 1
 2013;02-fevereiro;8000026713;Sim;27/02/2013;; 120; 1
 2013;03-marco;8009063412;Sim;19/03/2013;; 120; 1
 2013;01-janeiro;8000028013;Sim;21/01/2013;lona colocada; 240; 1
 2013;03-marco;8003246813;Sim;21/03/2013;1-15X08; 120; 1
 2013;03-marco;8000106013;Sim;19/03/2013;; 240; 1
 2013;01-janeiro;8000069813;Sim;03/01/2013;; 240; 1
 2013;03-marco;8000113713;Sim;19/03/2013;; 120; 1
 2013;04-abril;8000032713;Sim;25/04/2013;LONA COLOCADA.; 480; 1
 2013;03-marco;8000033313;Sim;05/03/2013;; 160; 1
 2013;03-marco;8000678413;Sim;21/03/2013;1-15x08; 120; 1
 0;Não informado;8000088213;Não;;MORADORA PEDE UMA VISTORIA E NÃO COLOCAÇÃO DE LONA.; 0; 0
 2013;03-marco;8000115013;Sim;19/03/2013;; 600; 1
 2013;02-fevereiro;8000042213;Sim;15/02/2013;; 120; 1
 2013;03-marco;8000119513;Sim;19/03/2013;; 120; 1
 0;Não informado;8006973012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;04-abril;8000045113;Sim;11/04/2013;; 360; 1
 2013;03-marco;8000120313;Sim;19/03/2013;; 120; 1
 2013;01-janeiro;8000046813;Sim;09/01/2013;lona colocada; 120; 1
 2013;01-janeiro;8000124913;Sim;08/01/2013;Complemento do endereço: Rua Desembargador Renato Fonseca, n.º 78.; 360; 1
 2013;04-abril;8000097113;Sim;01/04/2013;LONA COLOCADA.; 160; 1
 2013;01-janeiro;8000047413;Sim;21/01/2013;LONA COLOCADA RECIBO 24677; 320; 1
 2013;04-abril;8000209413;Sim;02/04/2013;; 360; 1
 2013;03-marco;8000048013;Sim;01/03/2013;; 160; 1
 2013;01-janeiro;8000099413;Sim;15/01/2013;LONA COLOCADA.; 320; 1
 2013;02-fevereiro;8000050513;Sim;18/02/2013;; 200; 1
 2013;05-maio;8003205013;Sim;18/05/2013;; 160; 1
 2013;01-janeiro;8000053413;Sim;07/01/2013;lona colocada; 480; 1
 2013;02-fevereiro;8000102513;Sim;15/02/2013;; 240; 1
 0;Não informado;8000067513;Não;;PEDIDO EM DUPLICIDADE COM O PROTOCOLO 80.00050.5.13; 0; 0
 2013;02-fevereiro;8000103113;Sim;06/02/2013;; 280; 1
 2013;01-janeiro;8000068113;Sim;07/01/2013;; 280; 1
 2014;01-janeiro;8000129013;Sim;07/01/2014;; 320; 1
 2013;04-abril;8000130913;Sim;19/04/2013;; 240; 1
 2013;02-fevereiro;8000131513;Sim;05/02/2013;; 200; 1
 0;Não informado;8000133813;Não;;Solicitação atendida através do Processo de n.º 8000131513.; 0; 0
 2013;02-fevereiro;8000134413;Sim;05/02/2013;02-15x8; 240; 1
 0;Não informado;8007003412;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;03-marco;8000138013;Sim;04/03/2013;; 200; 1
 2013;04-abril;8000215413;Sim;02/04/2013;; 280; 1
 2013;02-fevereiro;8000141013;Sim;07/02/2013;; 400; 1
 2013;04-abril;8000540213;Sim;02/04/2013;; 120; 1
 0;Não informado;8000248013;Não;;O MORADOR SOLICITOU VISTORIA, E NÃO COLOCAÇÃO DE LONA.; 0; 0
 2013;03-marco;8000142713;Sim;01/03/2013;; 240; 1
 2013;04-abril;8000575013;Sim;02/04/2013;; 240; 1
 2013;04-abril;8000144013;Sim;25/04/2013;; 320; 1
 2013;02-fevereiro;8000146213;Sim;27/02/2013;; 240; 1
 2013;02-fevereiro;8000147913;Sim;25/02/2013;; 120; 1
 2013;02-fevereiro;8002102213;Sim;27/02/2013;; 120; 1
 2013;04-abril;8002372013;Sim;16/04/2013;; 360; 1
 2013;04-abril;8000528213;Sim;02/04/2013;; 240; 1
 2013;03-marco;8000149113;Sim;15/03/2013;; 280; 1
 2013;01-janeiro;8000347813;Sim;11/01/2013;; 320; 1
 2013;01-janeiro;8000220813;Sim;16/01/2013;LONA COLOCADA; 160; 1
 2013;02-fevereiro;8000151613;Sim;22/02/2013;lona colocada; 120; 1
 2013;05-maio;8002301513;Sim;23/05/2013;; 120; 1
 2013;01-janeiro;8000221413;Sim;04/01/2013;; 120; 1
 2013;02-fevereiro;8000157413;Sim;25/02/2013;; 160; 1
 2013;06-junho;8007366813;Sim;05/06/2013;; 120; 1
 2013;03-marco;8000160513;Sim;22/03/2013;; 240; 1
 2013;01-janeiro;8000243813;Sim;08/01/2013;; 280; 1
 2013;02-fevereiro;8000163413;Sim;05/02/2013;; 480; 2
 0;Não informado;8000166313;Não;;Solicitação atendida através do Processo n.º 8000068113.; 0; 0
 2013;01-janeiro;8000252713;Sim;08/01/2013;; 440; 1
 2013;02-fevereiro;8000167013;Sim;18/02/2013;02-15x8; 240; 1
 2013;02-fevereiro;8000168613;Sim;18/02/2013;lona colocada; 120; 1
 2013;02-fevereiro;8001773013;Sim;21/02/2013;; 360; 1
 2013;02-fevereiro;8000169213;Sim;18/02/2013;lona colocada; 240; 1
 2013;02-fevereiro;8000176913;Sim;06/02/2013;; 360; 1
 0;Não informado;8000179813;Não;;Solicitação atendida através do Processo n.º 8001526313.; 0; 0
 2013;02-fevereiro;8000183513;Sim;05/02/2013;01-15x8; 120; 1
 2013;02-fevereiro;8001845113;Sim;21/02/2013;; 120; 1
 2013;04-abril;8000702213;Sim;02/04/2013;; 120; 1
 2013;02-fevereiro;8000185813;Sim;06/02/2013;; 440; 2
 2013;05-maio;8000186413;Sim;22/05/2013;; 120; 1
 0;Não informado;8000188713;Não;;Solicitação atendida pelo Processo n.º 80.00186.4.13.; 0; 0
 2013;01-janeiro;8000580413;Sim;31/01/2013;LONA COLOCADA; 240; 1
 2013;04-abril;8000456113;Sim;02/04/2013;; 120; 1
 2013;01-janeiro;8000464413;Sim;08/01/2013;lona colocada; 120; 1
 2013;01-janeiro;8000205913;Sim;07/01/2013;; 200; 1
 2013;02-fevereiro;8001880113;Sim;22/02/2013;; 240; 1
 2013;04-abril;8002055413;Sim;03/04/2013;; 840; 1
 2013;04-abril;8000189313;Sim;03/04/2013;; 120; 1
 2013;01-janeiro;8000377413;Sim;10/01/2013;LONA COLOCADA; 320; 1
 2013;02-fevereiro;8001747013;Sim;22/02/2013;; 120; 1
 2013;01-janeiro;8000467313;Sim;04/01/2013;lona colocada; 120; 1
 2013;04-abril;8000472713;Sim;03/04/2013;; 240; 1
 2013;02-fevereiro;8001748613;Sim;22/02/2013;; 240; 1
 2013;02-fevereiro;8000293513;Sim;25/02/2013;lona colocada; 120; 1
 2013;01-janeiro;8000409313;Sim;11/01/2013;lona colocada; 120; 1
 2013;02-fevereiro;8000429413;Sim;19/02/2013;; 160; 1
 2013;02-fevereiro;8001769313;Sim;22/02/2013;; 360; 1
 2013;04-abril;8002156513;Sim;03/04/2013;; 240; 1
 2013;01-janeiro;8004717612;Sim;03/01/2013;LONA COLOCADA COM 32 PIQUETES; 320; 1
 2013;04-abril;8000707413;Sim;03/04/2013;; 160; 1
 2013;04-abril;8000747613;Sim;04/04/2013;; 120; 1
 2013;01-janeiro;8000624113;Sim;18/01/2013;lona colocada; 120; 1
 2013;01-janeiro;8000451013;Sim;14/01/2013;lona colocada; 560; 1
 2013;01-janeiro;8000453213;Sim;14/01/2013;lona colocada.; 120; 1
 2013;01-janeiro;8000073513;Sim;10/01/2013;LONA COLOCADA COM 26 PIQUETES.; 320; 1
 2013;01-janeiro;8000074113;Sim;10/01/2013;BARREIRA COM ALTA QUANTIDADE DE FORMIGUEIROS.; 640; 1
 2013;04-abril;8000337213;Sim;04/04/2013;; 160; 1
 2013;02-fevereiro;8001896513;Sim;21/02/2013;1-15X08; 120; 1
 2013;04-abril;8000194713;Sim;02/04/2013;1-15X08; 120; 1
 2013;04-abril;8000493413;Sim;01/04/2013;LONA COLOCADA; 80; 1
 2013;06-junho;8008075713;Sim;18/06/2013;; 240; 1
 2013;07-julho;8009748513;Sim;19/07/2013;; 160; 1
 2013;02-fevereiro;8002141813;Sim;26/02/2013;2-15X08; 240; 1
 2013;01-janeiro;8000552013;Sim;31/01/2013;Lona Colocada.; 120; 1
 2013;02-fevereiro;8001835613;Sim;20/02/2013;01 15 x 8lançado por Rubens; 120; 1
 2013;02-fevereiro;8007142412;Sim;27/02/2013;; 240; 1
 2013;04-abril;8003522513;Sim;02/04/2013;2-15X08; 240; 1
 2013;02-fevereiro;8001695013;Sim;20/02/2013;; 360; 1
 2013;04-abril;8000739313;Sim;04/04/2013;; 360; 1
 2013;02-fevereiro;8001696613;Sim;20/02/2013;; 240; 1
 2013;03-marco;8000524713;Sim;06/03/2013;LONA COLOCADA.; 160; 1
 2013;02-fevereiro;8000567813;Sim;18/02/2013;LONA PLÁSTICA. RECIBO 24689. 22 PIQUETES; 320; 1
 2013;04-abril;8000529913;Sim;18/04/2013;; 120; 1
 2013;02-fevereiro;8001697213;Sim;20/02/2013;; 240; 1
 2013;02-fevereiro;8001682513;Sim;19/02/2013;; 120; 1
 2013;04-abril;8002054813;Sim;04/04/2013;; 120; 1
 2013;02-fevereiro;8001700313;Sim;19/02/2013;; 280; 1
 2013;02-fevereiro;8001683113;Sim;20/02/2013;; 280; 1
 2013;02-fevereiro;8001685413;Sim;20/02/2013;; 240; 1
 2013;02-fevereiro;8001694313;Sim;20/02/2013;; 240; 1
 2013;02-fevereiro;8001693713;Sim;20/02/2013;; 240; 1
 0;Não informado;8001749213;Não;;DUPLICIDADE PROT.: 80.01749.2.13; 0; 0
 2013;04-abril;8003453313;Sim;01/04/2013;1-15X08; 120; 1
 2013;01-janeiro;8000015513;Sim;14/01/2013;LONA COLOCADA.; 640; 1
 2013;01-janeiro;8000664313;Sim;21/01/2013;lona colocada; 360; 1
 2013;05-maio;8000499213;Sim;06/05/2013;; 120; 1
 2013;04-abril;8000650213;Sim;04/04/2013;; 120; 1
 2013;04-abril;8002053113;Sim;04/04/2013;; 120; 1
 2013;02-fevereiro;8000767713;Sim;22/02/2013;lona colocada; 80; 1
 2013;04-abril;8002528013;Sim;10/04/2013;; 120; 1
 2013;04-abril;8002529613;Sim;10/04/2013;; 120; 1
 2013;01-janeiro;8001799013;Sim;11/01/2013;LONA COLOCADA RECIBO 24675.; 160; 1
 2013;02-fevereiro;8001803713;Sim;19/02/2013;lona colocada; 80; 1
 2013;02-fevereiro;8001806613;Sim;19/02/2013;lona colocada; 80; 1
 2013;02-fevereiro;8001807213;Sim;20/02/2013;; 120; 1
 2013;02-fevereiro;8001808913;Sim;19/02/2013;lona colocada; 120; 1
 2013;02-fevereiro;8001782013;Sim;20/02/2013;; 240; 1
 2013;02-fevereiro;8001811013;Sim;26/02/2013;Atendimento referente ao n.º 47-B da rua Cascata.; 120; 1
 2013;02-fevereiro;8001824413;Sim;26/02/2013;; 280; 1
 2013;03-marco;8000824013;Sim;06/03/2013;; 120; 1
 2013;02-fevereiro;8001567113;Sim;18/02/2013;01 15X8; 120; 1
 2013;02-fevereiro;8001496713;Sim;18/02/2013;01 15X8; 120; 1
 2013;02-fevereiro;8001515113;Sim;18/02/2013;02 15X8; 240; 1
 2013;02-fevereiro;8001509113;Sim;18/02/2013;01 15X8; 120; 1
 2013;02-fevereiro;8001577713;Sim;18/02/2013;01-15X8; 120; 1
 2013;02-fevereiro;8001498013;Sim;18/02/2013;01-15X8; 120; 1
 2013;02-fevereiro;8001497313;Sim;18/02/2013;01-15X8; 120; 1
 2013;02-fevereiro;8001479513;Sim;18/02/2013;02-15X8; 240; 1
 2013;02-fevereiro;8000893213;Sim;01/02/2013;Lona colocada.; 240; 1
 2013;02-fevereiro;8002142413;Sim;26/02/2013;1-15X08; 120; 1
 2012;07-julho;8003954412;Sim;11/07/2012;lona colocada; 120; 1
 2013;03-marco;8001600913;Sim;05/03/2013;; 360; 1
 0;Não informado;8001601513;Não;;Solicitação atendida através do Processo n.º 80.00149.1.13.; 0; 0
 2013;01-janeiro;8000105413;Sim;16/01/2013;LONA COLOCADA.; 320; 1
 2013;06-junho;8007699713;Sim;25/06/2013;LONA COLOCADA 02 - 15X08; 240; 1
 2013;03-marco;8001607313;Sim;27/03/2013;LONA COLOCADA.; 160; 1
 2013;01-janeiro;8000104813;Sim;16/01/2013;LONA COLOCADA.; 320; 1
 2013;02-fevereiro;8001612713;Sim;27/02/2013;1 - 15X08; 120; 1
 2013;02-fevereiro;8000917913;Sim;19/02/2013;LONA COLOCADA; 80; 1
 2013;03-marco;8000121013;Sim;20/03/2013;; 280; 1
 2013;05-maio;8002331113;Sim;17/05/2013;; 480; 1
 2013;02-fevereiro;8001622213;Sim;18/02/2013;; 120; 1
 2013;02-fevereiro;8001623913;Sim;18/02/2013;; 120; 1
 2013;02-fevereiro;8001629713;Sim;28/02/2013;1- 15X08; 120; 1
